IP Address	Number of Adjacencies
165.191.212.71	8
187.41.33.28	14
133.96.190.163	7
179.19.172.242	4
226.190.1.211	7
12.43.210.37	6
103.9.65.236	5
192.226.217.54	6
223.235.205.243	11
35.187.150.59	6
157.56.68.19	8
218.174.243.81	9
45.119.32.208	3
230.249.64.238	7
26.205.152.231	8
65.128.209.117	11
151.175.101.187	2
137.166.199.89	4
156.74.87.25	7
235.31.242.244	7
158.104.141.15	11
49.35.247.46	5
52.44.172.47	10
7.89.238.162	8
90.251.203.137	4
34.148.91.145	5
99.205.207.227	6
149.156.199.104	1
3.139.161.30	3
198.152.147.13	7
210.56.48.110	7
48.18.130.76	8
55.109.214.88	3
69.215.154.247	9
116.250.232.84	5
127.42.147.189	8
185.151.176.201	8
197.157.204.251	2
168.77.32.88	6
65.106.74.166	7
56.47.156.45	3
198.132.138.42	7
238.199.92.100	6
252.132.63.104	6
35.67.149.183	11
156.189.131.84	4
17.95.214.202	6
114.191.79.53	5
52.118.173.64	9
2.122.23.177	5
26.75.155.117	7
24.121.209.237	6
30.212.249.173	6
37.82.55.161	5
47.10.176.138	10
28.229.75.149	14
70.244.246.251	6
96.253.36.228	6
125.185.133.197	10
134.49.91.225	2
159.244.37.119	6
177.131.192.13	5
198.204.193.5	7
99.150.89.112	5
229.79.112.214	6
153.70.131.124	7
88.76.178.187	8
106.101.244.38	7
31.204.190.17	6
59.129.87.246	8
73.48.204.194	6
6.139.143.121	6
45.229.233.1	6
105.145.174.215	12
88.144.195.194	6
140.25.69.121	9
56.15.203.204	10
154.231.12.99	5
97.93.253.156	4
36.1.109.232	7
131.239.109.254	6
76.44.168.9	9
160.48.150.12	9
44.137.150.222	9
62.20.81.148	9
1.185.86.53	6
20.143.191.23	7
87.11.57.229	6
122.251.239.153	14
154.75.25.247	8
117.99.185.90	5
162.97.215.105	6
183.211.176.127	10
187.151.45.254	10
196.152.61.3	5
198.80.170.105	6
215.2.96.226	12
48.94.180.25	3
222.207.10.202	7
224.145.110.195	6
230.180.95.122	7
21.88.189.224	7
197.97.64.249	9
174.107.197.253	8
237.93.99.82	5
244.102.209.132	2
101.99.171.131	4
178.159.220.178	10
85.58.88.105	14
55.156.90.172	8
181.200.68.166	7
200.158.205.201	10
204.218.122.4	5
207.154.242.171	3
226.190.244.254	5
251.165.83.247	8
55.50.204.13	13
138.57.208.69	8
54.92.84.223	5
191.148.22.134	6
62.232.219.91	7
251.20.24.122	9
254.30.219.210	10
3.50.239.150	11
1.191.159.163	13
26.69.33.207	8
124.56.157.100	4
163.9.209.60	8
45.225.236.224	5
130.239.233.66	7
41.48.22.222	6
109.157.3.41	5
140.93.116.59	4
15.84.158.24	6
18.214.204.34	6
231.133.104.74	8
16.128.168.46	7
124.46.125.17	4
71.18.35.172	5
84.143.32.133	7
107.224.18.250	2
144.126.249.187	10
151.244.117.148	6
164.142.74.87	6
149.174.206.92	5
93.47.55.67	8
210.251.233.192	5
111.100.49.3	7
220.52.64.232	8
68.160.104.243	6
12.79.231.201	5
164.173.194.205	6
184.2.209.102	8
102.26.9.56	10
223.70.101.164	6
253.52.6.219	8
48.76.211.89	4
53.240.183.48	9
115.134.105.253	11
188.166.43.23	10
101.198.229.101	6
122.235.40.140	7
97.67.236.238	7
24.29.253.43	11
152.181.183.14	6
179.53.219.61	7
188.197.123.15	6
112.90.2.106	7
151.37.34.245	3
153.171.83.239	8
196.138.124.44	5
197.253.191.51	6
108.196.41.252	8
177.136.180.213	7
7.230.189.78	6
37.234.107.189	7
71.117.103.18	6
87.122.99.53	4
44.198.120.143	10
89.230.48.241	8
26.191.130.196	13
20.62.118.152	5
136.144.220.77	7
126.24.115.242	8
51.228.127.218	4
112.182.93.66	2
159.162.221.130	8
203.252.70.88	4
215.202.223.118	10
219.80.42.88	8
14.34.135.22	2
154.197.234.60	6
2.246.109.87	5
146.243.219.102	7
16.210.141.193	7
113.140.141.140	7
74.230.190.247	3
25.155.159.201	2
90.230.82.234	4
152.109.186.177	5
22.48.25.35	8
104.122.52.2	5
98.62.177.184	8
134.224.209.209	10
158.134.28.131	6
229.108.34.164	7
169.138.6.139	5
174.200.38.173	6
237.65.78.181	4
16.13.141.120	6
152.252.138.79	6
153.183.138.187	7
237.227.168.25	8
243.185.164.37	6
133.133.30.219	10
120.204.83.217	11
57.146.170.237	9
33.246.96.65	8
107.233.199.63	10
177.5.136.59	7
31.15.217.29	8
158.202.22.188	7
109.192.232.79	7
76.246.235.164	10
181.103.206.211	6
116.79.210.139	5
223.31.225.156	8
252.82.250.33	4
96.168.240.209	5
94.79.41.200	5
163.39.224.34	8
154.117.109.175	5
54.102.171.114	7
76.90.231.70	9
228.158.184.189	6
253.21.22.122	4
56.175.215.124	9
57.62.101.77	6
171.125.21.93	12
57.48.190.103	6
94.243.170.108	11
26.35.24.149	7
138.18.248.115	7
143.185.43.189	7
222.173.243.127	6
111.46.16.26	5
195.90.129.246	8
253.136.119.238	10
185.89.196.155	7
25.140.124.10	6
82.252.241.204	10
207.165.118.165	11
155.144.217.239	11
11.46.100.224	6
31.147.66.163	4
59.219.62.39	10
3.103.201.231	9
160.66.35.93	5
232.169.169.101	10
74.141.167.246	8
58.150.117.187	11
113.173.62.76	10
54.138.197.39	10
121.7.195.196	9
158.173.13.32	1
193.46.167.41	5
242.151.244.1	11
242.170.101.200	11
40.158.204.67	5
24.76.13.189	7
250.159.215.228	4
196.129.143.210	6
188.119.206.75	3
254.242.245.209	3
3.87.169.72	11
44.209.231.173	7
131.138.99.107	7
229.14.153.52	8
251.136.242.128	7
164.146.58.37	6
184.225.89.245	8
137.56.96.155	10
227.42.220.245	4
73.47.13.36	5
227.223.17.136	10
72.111.111.166	5
214.28.136.131	12
233.227.56.136	5
205.201.56.239	8
168.128.79.83	11
227.170.109.58	9
151.237.241.119	7
7.9.250.65	3
192.243.16.214	9
33.159.116.56	5
75.249.175.215	5
5.33.90.194	8
29.67.209.223	5
116.214.159.165	9
46.205.126.199	5
65.122.166.179	7
147.103.191.76	5
196.172.251.24	10
199.101.106.201	7
191.56.48.88	13
57.56.12.234	7
9.200.198.223	6
70.224.33.47	5
46.4.159.41	5
78.71.225.21	9
73.32.97.140	4
37.63.156.51	6
133.169.220.44	7
147.219.133.89	7
160.74.206.19	8
160.180.6.62	7
177.158.199.33	7
183.177.26.186	3
188.223.164.118	8
179.37.61.115	12
24.167.80.28	10
41.63.55.248	4
58.123.146.246	5
119.101.65.81	2
194.219.73.32	9
235.133.114.71	7
236.4.86.167	7
157.181.73.237	6
31.224.1.89	5
189.28.223.39	9
237.185.58.129	9
54.168.228.14	5
137.53.64.184	7
141.178.235.195	9
192.125.127.26	6
173.228.119.191	7
253.127.163.219	6
77.64.128.238	5
188.194.119.99	6
38.179.150.134	9
186.190.62.231	4
103.164.40.5	7
152.120.154.249	9
9.208.112.92	6
21.67.202.105	7
166.107.78.46	6
29.47.202.227	13
30.179.23.66	7
183.205.100.176	6
34.129.181.43	6
63.119.161.85	1
51.36.132.216	7
71.17.208.250	7
94.136.213.216	3
190.44.210.24	5
192.212.210.39	7
205.89.199.254	3
214.221.40.188	7
235.157.192.67	10
243.207.124.160	6
250.202.53.54	9
50.253.10.75	12
74.88.229.206	10
89.115.36.155	8
117.45.102.135	4
126.210.184.103	7
40.153.21.49	7
178.46.71.76	5
24.132.152.209	6
98.21.109.109	6
185.178.155.4	5
236.124.60.54	7
135.64.15.194	10
126.227.63.236	3
162.163.155.209	6
238.4.111.38	4
251.1.128.11	6
130.199.52.189	5
133.32.164.243	6
84.175.167.170	6
250.38.172.71	10
87.50.23.23	5
25.134.217.11	11
30.243.157.69	7
45.71.18.245	4
52.214.202.59	5
113.239.93.160	9
130.78.227.237	2
139.31.66.122	8
148.164.68.86	7
11.166.103.152	9
89.167.106.222	7
31.242.13.197	9
28.219.134.161	6
41.211.78.95	4
45.139.153.168	11
39.219.14.84	5
76.33.233.168	5
78.210.100.133	10
100.136.215.134	11
75.235.204.144	7
148.173.151.73	7
102.44.101.172	8
149.233.177.224	5
184.143.149.152	10
202.63.40.196	10
215.95.213.65	2
160.62.226.173	8
32.49.122.217	10
30.226.212.66	12
5.19.200.33	10
64.64.94.192	9
48.248.247.24	3
200.47.254.114	4
104.67.210.198	4
225.33.238.11	6
57.132.25.116	6
132.161.159.112	6
20.29.57.172	9
88.199.46.128	4
181.28.240.191	10
230.183.18.49	6
200.46.80.199	5
201.145.148.139	11
231.92.116.46	7
169.69.60.63	8
174.10.82.177	6
246.59.145.100	8
18.72.142.13	3
32.217.83.196	10
66.39.59.71	5
252.187.8.139	9
49.189.39.245	3
83.149.15.119	4
17.42.236.107	8
207.7.10.167	4
3.119.217.22	10
214.207.51.223	14
121.162.240.227	3
70.49.218.233	8
69.179.31.165	6
244.132.88.219	4
44.4.45.76	5
137.179.228.128	12
213.72.177.239	6
178.114.249.40	7
20.79.35.178	5
29.94.29.38	8
152.247.214.4	7
162.82.146.148	6
33.228.234.78	4
158.58.82.54	4
171.17.145.97	3
138.216.40.206	7
218.65.241.108	8
172.48.251.100	6
174.184.54.93	15
7.102.63.240	6
38.53.175.20	8
55.142.92.96	6
88.130.238.239	1
197.110.35.34	4
86.39.195.14	6
72.34.185.253	13
81.93.245.187	9
134.107.245.38	8
145.137.72.199	10
202.173.106.31	3
21.107.20.33	2
189.50.238.201	11
60.232.83.14	3
186.55.134.184	7
174.234.232.145	10
107.181.54.81	5
56.127.236.229	11
192.191.245.189	6
136.82.170.134	6
7.158.211.206	6
57.48.22.175	7
92.1.67.171	6
157.102.83.25	6
179.174.225.134	11
81.253.190.85	6
239.70.234.2	7
189.108.143.122	5
1.233.161.147	7
87.4.128.147	3
121.176.200.227	7
209.104.251.171	7
31.102.110.44	8
20.16.189.173	5
226.6.169.59	5
95.170.70.207	3
54.196.46.31	9
218.233.233.246	7
172.7.86.172	5
159.153.162.94	5
184.198.84.177	8
82.57.68.145	8
87.246.84.52	7
156.87.166.157	8
75.225.225.4	5
229.230.109.117	5
247.115.40.159	8
254.243.231.221	6
126.4.100.141	2
148.212.236.8	3
154.206.133.234	5
204.20.149.119	6
42.4.56.132	4
101.21.186.112	9
33.224.65.156	9
1.138.179.125	4
31.116.187.133	9
32.34.77.90	4
103.204.15.48	7
117.202.115.74	10
118.152.22.148	8
180.84.174.1	13
101.62.116.186	3
113.208.12.156	8
180.211.51.174	8
111.46.39.34	8
183.226.59.17	10
63.107.16.82	10
37.145.171.142	9
8.209.48.195	4
64.38.136.1	7
66.175.41.28	6
50.48.159.235	12
186.241.140.52	5
85.218.194.172	6
177.5.26.166	6
222.212.109.175	7
184.74.249.84	4
53.215.68.244	6
1.55.150.80	4
36.22.240.15	4
189.50.24.6	5
230.106.209.151	10
121.91.73.122	9
187.202.230.242	7
171.27.49.44	11
124.42.12.140	8
17.229.71.225	3
157.101.19.220	4
162.209.48.133	10
148.179.170.92	11
113.181.232.237	12
180.78.187.236	11
74.22.148.233	5
83.237.179.112	5
61.41.194.169	3
36.203.242.243	11
8.241.158.182	8
123.239.202.212	5
149.126.54.214	9
190.18.204.19	5
203.45.220.45	10
127.36.95.148	6
144.145.31.71	8
67.125.199.54	5
108.10.132.25	10
178.203.29.35	7
64.121.131.248	8
119.249.230.210	6
18.155.168.88	5
122.190.244.131	7
138.175.18.121	8
243.94.196.186	8
251.91.105.128	3
109.225.68.130	7
22.109.15.199	9
43.141.122.68	9
137.244.139.198	5
137.128.241.67	4
37.2.96.66	5
50.144.204.201	8
137.161.171.118	11
82.91.233.2	7
117.68.173.187	5
121.36.206.64	8
175.191.37.189	9
180.11.39.229	7
194.16.211.74	11
216.177.169.148	3
67.36.2.166	14
198.103.18.64	10
122.210.37.140	13
216.147.231.145	6
175.230.96.62	6
81.184.144.227	4
219.85.79.221	5
242.249.213.229	9
107.70.31.98	4
20.115.109.246	3
18.133.123.24	11
12.36.201.60	6
31.213.136.60	7
42.217.42.194	8
43.15.180.247	8
11.162.245.199	10
14.21.148.26	5
79.191.148.195	6
4.91.115.199	10
76.152.88.62	4
77.116.175.47	3
143.138.100.213	5
95.160.173.8	10
118.118.56.64	8
107.248.96.67	7
139.158.94.163	8
149.93.56.126	4
106.84.8.149	6
40.153.69.176	9
48.127.92.19	8
27.137.18.245	12
55.254.126.3	3
100.144.53.200	6
12.10.215.124	10
33.75.30.208	8
72.3.110.247	10
113.214.129.197	5
119.179.145.179	7
119.222.3.30	2
119.228.147.215	10
130.186.221.72	7
48.216.40.226	8
58.174.168.16	9
33.131.187.181	5
94.61.189.198	4
136.89.88.31	3
157.138.138.98	4
162.79.43.9	5
180.4.55.221	8
190.85.97.136	5
8.8.178.125	7
150.232.98.137	9
182.84.100.51	7
198.185.133.65	5
203.161.32.184	11
13.160.236.209	6
146.139.95.183	7
109.208.130.111	4
51.47.139.217	6
123.4.178.74	7
13.75.65.3	9
135.6.3.107	4
157.134.2.95	3
46.133.106.5	4
215.11.112.67	8
10.9.47.176	12
216.31.218.18	5
107.65.193.113	11
217.151.192.37	6
218.4.223.14	5
218.60.165.95	7
63.8.144.106	8
32.77.201.107	9
78.93.236.116	6
89.10.90.165	3
222.27.239.118	12
121.25.140.141	6
119.115.99.155	8
223.234.63.61	9
148.135.247.244	10
41.155.241.218	10
62.106.112.196	7
153.95.44.166	8
198.220.58.172	6
224.25.179.59	9
63.230.65.91	6
114.159.152.168	2
126.86.40.184	11
143.52.117.2	7
141.96.3.124	6
94.137.248.91	10
116.91.233.199	4
123.235.16.51	12
54.197.143.216	9
149.129.62.52	9
154.61.178.242	5
30.89.177.102	12
38.120.13.13	10
51.242.132.119	5
46.166.233.189	9
192.238.166.247	10
32.197.21.33	12
176.48.235.71	7
180.16.106.242	4
200.180.231.238	7
133.204.160.96	7
161.215.1.186	7
14.19.43.106	9
181.163.145.99	12
82.78.138.2	11
134.162.110.148	5
141.74.73.225	5
143.145.139.27	11
165.227.246.118	4
196.195.14.118	8
220.100.81.36	6
220.146.165.107	7
225.219.80.36	6
226.227.81.163	10
228.37.13.127	8
100.128.171.54	9
137.186.247.96	9
142.248.253.242	2
168.56.210.117	9
118.29.125.252	5
111.199.111.231	8
240.108.210.181	3
39.118.114.50	7
63.33.215.28	6
88.155.87.124	6
66.38.198.209	3
104.193.67.150	6
112.116.150.59	8
138.16.99.176	6
153.165.64.145	4
162.85.245.82	6
168.92.170.252	4
19.225.175.146	5
6.100.5.13	6
89.158.141.215	4
201.97.226.172	7
211.119.19.136	5
28.62.75.149	6
53.89.177.169	7
93.163.177.232	7
168.196.82.204	7
170.42.220.29	6
16.242.44.136	2
235.236.198.132	9
237.15.114.32	11
242.214.111.226	4
108.26.93.97	4
88.169.43.182	8
48.32.105.219	8
56.190.29.254	12
73.190.34.148	5
113.28.184.119	6
194.65.74.205	5
195.117.128.81	3
243.215.86.173	7
42.209.143.180	6
126.65.174.132	5
246.193.173.53	10
150.147.166.213	8
89.90.47.113	5
96.29.143.229	7
115.165.92.234	10
75.141.27.37	6
16.225.247.85	14
38.196.191.31	9
97.7.243.60	7
121.180.239.2	6
182.32.155.129	10
182.195.24.86	7
122.130.7.71	5
179.168.14.75	7
96.117.43.146	7
166.128.153.149	3
196.154.173.129	5
230.56.14.18	12
208.121.53.35	7
49.49.82.119	3
11.206.200.8	14
63.86.151.193	6
80.129.152.62	6
46.18.43.45	8
110.253.67.54	4
41.96.155.239	6
97.221.193.65	5
117.25.11.104	5
34.34.96.245	10
88.120.19.103	7
115.210.36.175	8
118.193.220.227	11
103.110.155.87	9
141.180.167.175	8
188.21.101.7	6
188.74.113.13	7
192.98.68.26	7
5.254.81.152	7
159.186.90.163	6
19.114.132.32	5
199.103.60.163	4
205.35.223.40	7
205.97.131.161	6
87.124.9.8	8
210.232.238.175	5
41.121.214.197	10
45.153.251.31	2
196.187.52.151	9
220.23.163.66	3
222.81.85.176	7
224.250.36.80	9
170.2.254.85	6
174.227.8.113	5
238.158.133.3	10
12.183.20.212	11
23.251.215.50	6
249.187.184.50	4
226.178.12.224	6
250.12.9.114	9
9.118.35.35	7
250.103.189.53	3
253.40.229.90	4
128.188.203.207	8
146.108.214.179	10
236.160.235.208	4
83.20.236.168	10
246.28.161.83	8
121.140.193.8	7
4.64.180.166	8
165.98.161.252	8
25.86.180.167	5
27.29.171.93	7
121.68.229.193	6
88.224.11.221	7
151.16.119.232	7
185.186.92.132	7
239.136.151.60	7
68.223.194.169	10
7.140.209.230	2
155.239.73.20	7
155.231.4.81	5
200.113.162.6	9
45.41.247.89	6
18.13.91.68	3
190.78.46.166	2
165.30.35.93	6
64.178.227.70	8
192.117.123.103	8
77.175.176.122	3
207.211.48.84	9
18.251.235.216	5
214.175.223.200	7
47.176.108.112	9
216.2.37.223	4
236.180.137.205	10
248.52.110.18	8
166.19.104.222	5
17.113.63.89	6
179.128.161.71	9
15.133.240.231	4
182.158.247.2	5
243.34.175.140	7
176.249.70.145	9
187.126.48.41	7
250.209.170.80	6
172.28.7.253	1
214.4.245.10	9
164.247.40.67	9
141.191.129.49	5
23.137.237.58	6
191.136.113.227	8
222.177.53.238	11
252.202.95.103	5
201.132.76.70	9
198.46.46.228	10
97.198.244.16	7
63.25.79.156	10
169.158.164.195	5
13.196.98.44	5
68.162.79.199	5
104.132.8.22	8
208.134.178.35	7
216.245.172.120	6
118.238.24.72	8
4.182.183.84	8
92.43.199.213	8
119.109.10.51	7
145.61.54.152	10
146.83.240.111	6
3.230.139.56	3
173.101.139.129	8
7.248.131.116	0
47.77.44.190	5
12.87.232.236	7
149.33.109.46	6
16.21.136.141	2
55.111.113.206	4
129.90.98.72	7
95.133.77.15	8
108.142.125.15	7
135.9.187.189	4
142.115.162.199	6
192.8.148.204	4
10.95.217.184	7
55.40.32.245	12
159.196.250.233	3
235.83.167.241	7
150.166.239.23	7
220.183.35.111	8
241.55.169.212	6
254.167.215.161	10
136.138.207.8	5
229.69.106.120	4
15.113.211.66	8
84.37.173.55	10
30.128.152.74	10
99.140.40.114	5
208.117.218.50	5
171.73.156.3	5
212.254.129.240	10
209.85.121.185	4
152.59.243.192	5
248.97.112.71	7
90.189.162.225	7
195.74.99.41	7
124.183.213.48	8
52.15.43.152	9
213.115.102.192	9
204.179.178.245	7
177.14.138.153	10
221.105.52.8	8
77.94.42.172	8
227.148.48.42	7
243.198.101.146	8
117.51.192.159	7
229.216.142.63	3
101.32.229.224	5
124.213.145.20	8
15.82.104.90	7
90.163.144.17	5
232.127.166.233	10
113.112.143.65	8
33.213.150.151	5
225.173.103.167	9
27.24.101.218	9
48.178.40.81	6
127.185.176.195	4
107.82.230.45	4
47.31.214.142	4
122.135.158.172	6
146.229.80.47	8
29.32.227.126	8
32.40.37.239	6
40.146.114.116	8
67.4.118.149	8
142.233.162.125	5
132.1.23.184	5
16.57.208.207	4
186.118.7.10	11
202.124.131.168	4
62.75.154.87	8
211.241.24.75	2
192.231.26.85	8
232.242.194.67	9
101.169.63.235	10
111.239.76.52	9
140.134.73.253	7
219.115.7.39	3
14.50.73.175	9
62.201.151.31	3
171.42.26.33	7
105.186.102.57	9
160.13.231.69	7
174.32.101.211	9
167.14.189.239	6
238.125.248.12	9
54.59.229.153	12
109.144.210.214	4
5.103.188.166	7
8.21.48.220	10
20.85.161.49	8
154.55.4.15	8
200.253.150.196	5
113.18.38.102	3
154.38.239.6	10
200.253.125.217	6
227.173.191.181	4
55.159.169.223	9
63.236.244.254	9
99.160.179.124	9
199.215.218.73	4
51.187.143.114	7
119.83.108.171	8
107.222.156.224	5
75.237.46.166	6
95.156.212.178	7
177.78.202.115	6
82.169.147.233	10
177.179.36.189	6
182.81.42.141	9
182.105.92.105	3
211.179.220.223	2
245.232.225.100	5
247.80.249.228	8
92.146.205.112	6
250.209.156.101	6
64.34.241.155	7
161.222.156.68	9
60.202.46.50	12
61.5.139.100	8
79.138.1.211	8
22.94.234.123	5
147.17.211.211	6
157.209.140.6	12
179.36.10.205	6
191.94.143.104	5
117.26.74.94	8
197.78.151.79	9
131.252.133.105	6
34.249.200.147	2
76.32.92.251	11
87.82.214.13	8
201.141.35.60	4
22.221.10.189	6
16.62.90.67	12
127.33.85.45	6
118.205.125.231	9
136.228.39.101	10
229.190.150.236	5
104.179.194.190	7
232.249.18.161	7
17.137.68.70	5
237.174.181.243	8
244.109.172.2	5
249.90.26.9	6
180.103.80.47	6
221.82.39.68	6
9.142.169.132	7
51.56.128.190	7
158.156.99.21	11
113.21.62.98	6
64.57.13.121	5
10.133.245.228	9
25.188.233.146	2
79.24.65.9	4
137.129.75.47	6
172.101.23.175	6
75.107.130.66	13
32.131.69.166	5
86.104.233.21	4
92.246.253.168	9
155.207.81.174	5
249.191.251.23	11
84.65.123.248	8
162.181.203.48	8
128.193.33.199	4
177.158.72.93	12
89.159.224.102	3
34.68.250.93	11
158.177.58.10	9
15.33.171.67	6
30.152.185.193	7
167.78.208.190	2
164.10.123.151	9
179.92.78.248	3
232.19.91.25	5
237.11.46.96	2
40.218.228.68	9
243.80.112.108	6
10.146.199.202	6
253.183.7.190	9
73.92.158.211	7
5.31.47.39	12
87.14.173.152	5
26.87.185.104	8
164.21.121.10	9
184.74.194.105	6
220.244.194.38	7
133.197.41.90	6
130.95.239.245	5
69.92.219.185	8
161.140.17.11	7
207.214.133.90	10
170.181.225.200	7
214.12.10.144	8
63.79.5.12	4
16.211.189.212	5
68.145.125.110	8
154.158.5.157	9
193.64.170.215	9
105.242.135.35	6
48.165.193.245	4
111.47.116.180	11
5.68.113.204	9
95.96.56.142	5
62.52.213.69	8
130.215.132.219	6
162.15.75.122	10
58.171.32.26	9
186.186.3.12	7
225.178.225.230	5
128.49.143.200	8
187.85.167.75	11
180.252.10.5	12
135.9.230.194	5
232.254.58.41	10
4.173.247.3	3
170.17.83.200	7
67.200.53.77	8
93.249.56.159	8
57.148.178.185	6
18.123.141.254	4
190.143.185.146	8
83.104.98.167	13
253.196.147.222	6
99.203.21.3	9
178.45.111.239	9
36.83.130.34	6
77.57.18.174	6
85.14.86.63	12
83.144.4.64	8
112.40.30.138	9
133.136.32.247	5
84.33.101.18	7
64.254.28.111	6
76.39.118.159	8
188.34.254.125	4
124.85.15.173	11
145.90.40.181	6
5.137.233.146	8
157.48.90.30	11
176.106.108.64	5
194.85.76.95	9
212.182.91.27	3
215.165.130.58	12
222.222.253.251	7
142.40.85.132	5
4.145.31.252	7
54.232.171.95	5
61.113.45.99	6
151.131.113.205	6
151.216.125.86	10
103.50.39.137	7
191.13.243.136	3
196.98.84.245	15
225.100.88.252	7
191.19.68.207	6
195.219.247.246	9
3.220.74.220	11
34.156.100.46	9
151.135.112.125	6
184.120.32.81	3
57.96.89.132	5
68.90.16.89	6
123.78.19.174	16
139.88.136.168	6
6.112.164.148	7
87.73.31.54	9
210.149.205.140	9
187.210.203.117	8
217.188.216.168	5
113.211.160.83	4
218.8.182.112	7
187.221.160.63	6
193.83.97.231	7
218.226.99.32	5
26.134.1.115	9
219.32.130.104	4
219.100.208.139	8
134.249.130.112	8
220.19.90.230	8
142.139.194.227	9
225.62.118.28	5
6.156.108.143	5
168.241.197.91	8
235.183.125.29	5
243.201.51.69	9
247.233.238.170	5
249.234.137.90	8
51.127.91.203	6
201.27.80.111	10
183.60.48.151	11
59.85.154.89	10
54.174.149.156	8
185.121.128.191	4
47.8.141.103	8
191.125.210.205	7
82.86.229.239	7
54.174.60.67	7
196.148.196.13	13
33.135.137.71	10
203.138.164.111	5
218.25.74.88	10
170.205.73.254	6
126.119.202.46	9
171.19.59.27	4
16.39.1.125	15
134.33.167.165	6
234.54.183.5	8
240.82.188.194	11
27.20.130.94	5
245.154.84.147	3
253.46.193.220	6
92.103.94.106	4
20.101.138.198	11
30.236.8.25	4
152.188.119.209	5
66.247.213.221	11
152.154.171.193	7
154.58.7.197	7
146.152.176.116	5
23.29.53.185	3
141.40.171.35	6
253.176.130.92	8
71.173.206.217	5
61.247.236.52	10
64.239.4.134	6
87.11.38.225	7
44.181.52.243	4
65.147.166.232	10
200.40.196.20	8
44.242.109.155	7
174.18.11.114	10
157.171.186.28	9
64.217.114.196	8
156.110.192.113	10
136.78.79.160	4
184.185.102.75	5
229.232.176.99	14
19.102.33.165	7
68.27.227.63	9
91.58.214.127	12
121.247.162.201	8
222.143.196.250	8
95.36.140.196	1
67.66.177.63	9
184.33.134.202	5
205.40.99.182	3
15.239.50.97	7
47.96.133.90	8
114.131.111.182	10
129.227.196.170	9
167.81.144.155	4
13.149.155.234	7
84.120.249.90	8
115.23.94.217	6
118.60.124.206	8
184.46.115.112	4
57.159.225.16	6
197.34.162.133	7
208.173.104.156	6
27.18.105.114	14
9.144.61.232	12
10.165.174.170	5
38.140.43.182	4
145.45.210.41	7
157.32.48.177	6
211.137.136.144	6
98.1.75.184	7
182.205.246.252	9
196.200.11.174	7
185.63.79.79	6
214.206.122.249	8
145.123.180.22	7
219.61.119.146	7
65.126.16.59	6
161.193.192.179	4
92.131.163.7	7
104.142.54.134	9
39.104.163.200	8
157.242.156.79	4
158.138.182.76	8
196.53.172.122	8
189.198.154.218	4
224.60.128.7	8
136.150.163.69	5
46.191.113.188	3
172.10.19.97	5
56.164.172.185	5
36.216.185.191	5
210.125.119.132	6
44.141.26.102	6
251.186.133.195	7
169.99.147.70	3
50.85.96.98	2
138.237.86.97	9
177.197.229.253	3
254.20.94.9	8
100.159.145.144	11
252.102.192.34	9
130.192.253.167	10
157.248.26.49	8
3.201.247.115	6
160.254.237.76	6
188.254.77.85	10
140.97.239.101	3
33.28.110.26	7
58.169.165.148	5
47.102.8.172	6
106.107.102.208	5
202.98.132.189	2
77.120.209.38	5
150.42.101.136	12
168.138.193.81	5
124.237.5.222	5
34.132.229.76	7
172.228.29.56	6
70.3.180.204	8
64.227.56.249	6
30.164.243.203	8
3.214.63.200	7
11.59.171.27	6
156.151.104.101	5
161.72.122.105	7
199.27.83.152	8
221.4.85.57	5
251.15.46.146	6
79.102.105.120	5
112.79.135.126	8
236.42.64.20	10
33.236.32.219	10
43.53.237.22	10
150.2.161.176	11
32.225.39.62	6
172.62.55.12	7
237.219.107.208	3
26.147.249.11	9
183.185.23.207	5
168.218.60.10	10
150.192.60.21	13
128.50.150.239	5
226.165.204.220	7
19.169.115.12	7
69.97.214.146	7
102.18.230.175	10
109.24.114.163	8
32.13.70.116	10
126.9.124.33	3
211.108.244.77	6
2.225.157.87	4
223.40.152.4	5
111.56.30.81	7
70.231.88.77	9
53.220.163.6	8
162.152.206.159	2
9.161.145.106	8
183.27.237.231	9
144.162.188.10	6
187.142.148.9	5
196.181.75.148	10
71.190.177.11	4
127.61.122.33	6
